System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
17:16:13:287, 476772626695925,    0.244,   81.000, 1300,   7.631,   1.863,   0.518,   4.928,   1.203,   0.334, 58,  0,   1.562,   0.381,   0.106,   0.050,   0.012,   0.003,  30.000,  35.000,  60.000,  45.000,  45.000,   12,   1.798
17:16:13:557, 476773197626369,    0.515,  124.000, 1400,   6.605,   3.649,   1.014,   3.974,   2.278,   0.633, 58,  0,   1.452,   0.774,   0.215,   0.019,   0.018,   0.005,  30.000,  35.000,  60.000,  45.000,  45.000,    5,   0.613
17:16:13:732, 476773565997598,    0.689,   86.000, 1400,   7.821,   5.013,   1.393,   5.064,   3.161,   0.878, 58,  0,   1.834,   1.094,   0.304,   0.026,   0.022,   0.006,  30.000,  35.000,  60.000,  45.000,  45.000,    8,   0.801
17:16:13:976, 476774081755587,    0.933,   88.000, 1300,   8.542,   7.099,   1.972,   5.820,   4.582,   1.273, 58,  0,   1.685,   1.505,   0.418,   0.017,   0.026,   0.007,  30.000,  35.000,  60.000,  45.000,  45.000,    3,   0.213
17:16:14:247, 476774654202015,    1.204,  108.000, 1300,   7.417,   9.109,   2.530,   4.481,   5.797,   1.610, 58,  0,   1.773,   1.986,   0.552,   0.220,   0.086,   0.024,  30.000,  35.000,  60.000,  45.000,  45.000,   50,  10.421
17:16:14:528, 476775248275424,    1.485,   89.000, 1400,   7.199,  11.134,   3.093,   4.501,   7.063,   1.962, 58,  0,   1.693,   2.462,   0.684,   0.012,   0.089,   0.025,  30.000,  35.000,  60.000,  45.000,  45.000,    3,   0.371
17:16:14:828, 476775881145778,    1.785,  119.000, 1300,   8.765,  13.761,   3.822,   6.083,   8.886,   2.468, 58,  0,   1.544,   2.925,   0.812,   0.036,   0.100,   0.028,  30.000,  35.000,  60.000,  45.000,  45.000,    8,   1.269
17:16:15:070, 476776393630729,    2.028,   98.000, 1300,   6.094,  15.239,   4.233,   3.396,   9.710,   2.697, 58,  0,   1.675,   3.331,   0.925,   0.015,   0.103,   0.029,  30.000,  35.000,  60.000,  45.000,  45.000,    5,   0.212
17:16:15:295, 476776869268873,    2.253,   79.000, 1300,   7.378,  16.901,   4.695,   4.669,  10.761,   2.989, 59,  0,   1.602,   3.692,   1.026,   0.051,   0.115,   0.032,  30.000,  35.000,  60.000,  45.000,  45.000,   16,   1.875
17:16:15:588, 476777486024153,    2.545,  143.000, 1400,   7.957,  19.225,   5.340,   5.213,  12.283,   3.412, 58,  0,   1.792,   4.215,   1.171,   0.024,   0.122,   0.034,  30.000,  35.000,  60.000,  45.000,  45.000,    4,   0.226
17:16:15:762, 476777854640310,    2.720,   87.000, 1300,   7.789,  20.584,   5.718,   5.114,  13.176,   3.660, 59,  0,   1.584,   4.492,   1.248,   0.015,   0.125,   0.035,  30.000,  35.000,  60.000,  45.000,  45.000,    4,   0.166
17:16:15:966, 476778286076430,    2.924,  101.000, 1300,   7.487,  22.113,   6.143,   4.727,  14.142,   3.928, 58,  0,   1.816,   4.863,   1.351,   0.030,   0.131,   0.036,  30.000,  35.000,  60.000,  45.000,  45.000,    9,   1.159
17:16:16:186, 476778751169995,    3.144,   59.000, 1300,   7.652,  23.798,   6.611,   4.900,  15.221,   4.228, 58,  0,   1.807,   5.261,   1.461,   0.021,   0.135,   0.038,  30.000,  35.000,  60.000,  45.000,  45.000,    4,   0.138
17:16:16:588, 476779596967281,    3.545,  249.000, 1300,   7.862,  26.947,   7.485,   5.027,  17.234,   4.787, 58,  0,   1.737,   5.956,   1.655,   0.127,   0.186,   0.052,  30.000,  35.000,  60.000,  45.000,  45.000,   28,   5.876
17:16:16:715, 476779865615348,    3.672,   99.000, 1300,   7.236,  27.867,   7.741,   4.494,  17.805,   4.946, 59,  0,   1.796,   6.185,   1.718,   0.024,   0.189,   0.053,  30.000,  35.000,  60.000,  45.000,  45.000,    6,   0.279
17:16:16:826, 476780101041665,    3.783,   81.000, 1300,   7.038,  28.652,   7.959,   4.340,  18.289,   5.080, 58,  0,   1.615,   6.365,   1.768,   0.016,   0.191,   0.053,  30.000,  35.000,  60.000,  45.000,  45.000,    4,   0.128
17:16:17:027, 476780527005227,    3.985,   97.000, 1300,   7.993,  30.264,   8.407,   5.281,  19.354,   5.376, 58,  0,   1.655,   6.699,   1.861,   0.045,   0.200,   0.056,  30.000,  35.000,  60.000,  45.000,  45.000,   13,   1.822
17:16:17:319, 476781143443143,    4.277,   89.000, 1400,   7.291,  32.392,   8.998,   4.566,  20.687,   5.746, 59,  0,   1.723,   7.202,   2.000,   0.019,   0.206,   0.057,  30.000,  35.000,  60.000,  45.000,  45.000,    2,   0.102
17:16:17:565, 476781662677174,    4.523,  113.000, 1300,   7.365,  34.203,   9.501,   4.650,  21.830,   6.064, 59,  0,   1.654,   7.608,   2.113,   0.040,   0.216,   0.060,  30.000,  35.000,  60.000,  45.000,  45.000,    9,   1.585
17:16:17:847, 476782256396155,    4.804,  104.000, 1300,   7.269,  36.246,  10.068,   4.585,  23.119,   6.422, 58,  0,   1.596,   8.057,   2.238,   0.014,   0.219,   0.061,  30.000,  35.000,  60.000,  45.000,  45.000,    4,   0.156
17:16:17:999, 476782578678166,    4.956,   87.000, 1400,   7.038,  37.320,  10.367,   4.367,  23.786,   6.607, 58,  0,   1.564,   8.296,   2.304,   0.022,   0.223,   0.062,  30.000,  35.000,  60.000,  45.000,  45.000,    5,   0.553
17:16:18:158, 476782914710655,    5.115,   76.000, 1400,   8.407,  38.658,  10.738,   5.684,  24.690,   6.858, 58,  0,   1.679,   8.563,   2.379,   0.033,   0.228,   0.063,  30.000,  35.000,  60.000,  45.000,  45.000,    9,   0.973
17:16:18:476, 476783585580067,    5.433,  160.000, 1300,   7.123,  40.921,  11.367,   4.467,  26.109,   7.252, 58,  0,   1.545,   9.054,   2.515,   0.012,   0.232,   0.064,  30.000,  35.000,  60.000,  45.000,  45.000,    4,   0.175
17:16:18:634, 476783919673517,    5.591,   98.000, 1400,   6.793,  41.995,  11.665,   4.077,  26.754,   7.432, 58,  0,   1.614,   9.309,   2.586,   0.050,   0.240,   0.067,  30.000,  35.000,  60.000,  45.000,  45.000,   11,   1.526
17:16:18:778, 476784222684610,    5.735,   87.000, 1400,   6.579,  42.939,  11.928,   3.909,  27.314,   7.587, 58,  0,   1.645,   9.545,   2.651,   0.012,   0.242,   0.067,  30.000,  35.000,  60.000,  45.000,  45.000,    2,   0.000
17:16:18:985, 476784660117393,    5.942,  119.000, 1300,   7.086,  44.407,  12.335,   4.378,  28.221,   7.839, 59,  0,   1.672,   9.891,   2.748,   0.011,   0.244,   0.068,  30.000,  35.000,  60.000,  45.000,  45.000,    4,   0.069
17:16:19:111, 476784927523405,    6.068,  100.000, 1300,   7.876,  45.404,  12.612,   5.205,  28.880,   8.022, 59,  0,   1.534,  10.086,   2.802,   0.027,   0.247,   0.069,  30.000,  35.000,  60.000,  45.000,  45.000,    5,   0.113
17:16:19:239, 476785196003903,    6.196,   60.000, 1300,   7.159,  46.314,  12.865,   4.463,  29.448,   8.180, 58,  0,   1.558,  10.284,   2.857,   0.057,   0.254,   0.071,  30.000,  35.000,  60.000,  45.000,  45.000,   23,   1.801
17:16:19:556, 476785868024881,    6.514,  166.000, 1400,   6.494,  48.380,  13.439,   3.780,  30.650,   8.514, 59,  0,   1.684,  10.819,   3.005,   0.027,   0.263,   0.073,  30.000,  35.000,  60.000,  45.000,  45.000,    1,   0.047
17:16:19:711, 476786193228022,    6.668,  111.000, 1300,   7.814,  49.583,  13.773,   5.069,  31.431,   8.731, 58,  0,   1.702,  11.081,   3.078,   0.044,   0.270,   0.075,  30.000,  35.000,  60.000,  45.000,  45.000,   13,   1.438
17:16:19:838, 476786461604039,    6.795,   93.000, 1300,   8.153,  50.620,  14.061,   5.498,  32.130,   8.925, 58,  0,   1.516,  11.274,   3.132,   0.025,   0.273,   0.076,  30.000,  35.000,  60.000,  45.000,  45.000,    6,   0.113
17:16:19:994, 476786792266200,    6.951,   90.000, 1300,   7.317,  51.765,  14.379,   4.708,  32.867,   9.130, 58,  0,   1.372,  11.489,   3.191,   0.014,   0.275,   0.076,  30.000,  35.000,  60.000,  45.000,  45.000,    1,   0.000
17:16:20:199, 476787223479629,    7.156,  119.000, 1400,   7.440,  53.284,  14.801,   4.758,  33.838,   9.399, 58,  0,   1.637,  11.823,   3.284,   0.011,   0.278,   0.077,  30.000,  35.000,  60.000,  45.000,  45.000,    3,   0.146
17:16:20:326, 476787491924303,    7.283,   81.000, 1400,   7.838,  54.280,  15.078,   5.170,  34.495,   9.582, 58,  0,   1.492,  12.013,   3.337,   0.057,   0.285,   0.079,  30.000,  35.000,  60.000,  45.000,  45.000,   15,   1.987
17:16:20:530, 476787923148841,    7.487,  102.000, 1300,   7.214,  55.753,  15.487,   4.492,  35.412,   9.837, 58,  0,   1.732,  12.366,   3.435,   0.027,   0.290,   0.081,  30.000,  35.000,  60.000,  45.000,  45.000,    8,   0.692
17:16:20:801, 476788495634351,    7.758,  105.000, 1300,   7.177,  57.699,  16.027,   4.505,  36.634,  10.176, 58,  0,   1.632,  12.809,   3.558,   0.013,   0.294,   0.082,  30.000,  35.000,  60.000,  45.000,  45.000,    4,   0.271
17:16:20:960, 476788832496615,    7.917,   83.000, 1300,   6.604,  58.752,  16.320,   3.847,  37.247,  10.346, 58,  0,   1.755,  13.089,   3.636,   0.044,   0.301,   0.084,  30.000,  35.000,  60.000,  45.000,  45.000,   12,   1.446
17:16:21:182, 476789300928057,    8.139,   79.000, 1400,   7.707,  60.461,  16.795,   4.907,  38.336,  10.649, 58,  0,   1.929,  13.516,   3.755,   0.028,   0.307,   0.085,  30.000,  35.000,  60.000,  45.000,  45.000,    7,   0.311
17:16:21:623, 476790231613377,    8.580,  208.000, 1300,   6.694,  63.411,  17.614,   3.935,  40.070,  11.130, 58,  0,   1.812,  14.315,   3.976,   0.021,   0.316,   0.088,  30.000,  35.000,  60.000,  45.000,  45.000,    4,   0.533
17:16:21:732, 476790463010605,    8.689,   98.000, 1300,   7.991,  64.287,  17.857,   5.257,  40.646,  11.290, 58,  0,   1.770,  14.509,   4.030,   0.017,   0.318,   0.088,  30.000,  35.000,  60.000,  45.000,  45.000,    5,   0.142
17:16:21:844, 476790698806616,    8.801,   75.000, 1300,   8.681,  65.256,  18.127,   6.401,  41.360,  11.489, 58,  0,   1.948,  14.726,   4.091,   0.018,   0.320,   0.089,  30.000,  35.000,  60.000,  45.000,  45.000,    5,   0.133
17:16:22:145, 476791333574533,    9.102,  136.000, 1400,   8.747,  67.885,  18.857,   5.771,  43.095,  11.971, 59,  0,   1.906,  15.299,   4.250,   0.025,   0.327,   0.091,  30.000,  35.000,  60.000,  45.000,  45.000,    6,   0.786
17:16:22:287, 476791635501837,    9.245,   77.000, 1300,   7.423,  68.946,  19.152,   4.766,  43.776,  12.160, 58,  0,   1.587,  15.526,   4.313,   0.009,   0.329,   0.091,  30.000,  35.000,  60.000,  45.000,  45.000,    2,   0.000
17:16:22:616, 476792328742103,    9.573,  157.000, 1400,   6.961,  71.231,  19.786,   4.335,  45.199,  12.555, 58,  0,   1.456,  16.004,   4.446,   0.021,   0.336,   0.093,  30.000,  35.000,  60.000,  45.000,  45.000,    5,   0.684
17:16:22:757, 476792626733314,    9.714,  101.000, 1400,   7.057,  72.227,  20.063,   4.386,  45.818,  12.727, 58,  0,   1.566,  16.225,   4.507,   0.013,   0.338,   0.094,  30.000,  35.000,  60.000,  45.000,  45.000,    3,   0.103
17:16:22:869, 476792862417622,    9.826,   97.000, 1400,   6.289,  72.929,  20.258,   3.603,  46.220,  12.839, 58,  0,   1.632,  16.407,   4.558,   0.017,   0.339,   0.094,  30.000,  35.000,  60.000,  45.000,  45.000,    5,   0.128
17:16:22:980, 476793097979445,    9.937,  100.000, 1400,   6.268,  73.628,  20.452,   3.647,  46.627,  12.952, 58,  0,   1.435,  16.567,   4.602,   0.011,   0.341,   0.095,  30.000,  35.000,  60.000,  45.000,  45.000,    2,   0.000
17:16:23:103, 476793356751862,   10.060,   98.000, 1400,   7.705,  74.572,  20.714,   4.928,  47.230,  13.120, 59,  0,   1.835,  16.792,   4.664,   0.052,   0.347,   0.096,  30.000,  35.000,  60.000,  45.000,  45.000,   18,   1.722
17:16:23:255, 476793678314187,   10.212,   93.000, 1400,   7.146,  75.660,  21.017,   4.471,  47.911,  13.309, 59,  0,   1.531,  17.025,   4.729,   0.036,   0.352,   0.098,  30.000,  35.000,  60.000,  45.000,  45.000,    3,   0.099
17:16:23:418, 476794022421780,   10.375,  103.000, 1400,   7.472,  76.877,  21.355,   4.875,  48.705,  13.529, 58,  0,   1.568,  17.281,   4.800,   0.010,   0.354,   0.098,  30.000,  35.000,  60.000,  45.000,  45.000,    3,   0.088
17:16:23:544, 476794289846610,   10.501,   91.000, 1400,   7.223,  77.792,  21.609,   4.532,  49.279,  13.689, 59,  0,   1.381,  17.456,   4.849,   0.009,   0.355,   0.099,  30.000,  35.000,  60.000,  45.000,  45.000,    2,   0.000
17:16:23:718, 476794657464610,   10.675,   97.000, 1300,   7.321,  79.066,  21.963,   4.503,  50.063,  13.906, 58,  0,   1.943,  17.794,   4.943,   0.043,   0.363,   0.101,  30.000,  35.000,  60.000,  45.000,  45.000,   11,   1.373
17:16:23:894, 476795028214867,   10.851,   93.000, 1300,   7.623,  80.404,  22.334,   4.933,  50.929,  14.147, 58,  0,   1.699,  18.092,   5.026,   0.013,   0.365,   0.101,  30.000,  35.000,  60.000,  45.000,  45.000,    3,   0.089
17:16:24:052, 476795362328228,   11.009,  113.000, 1400,   7.654,  81.615,  22.671,   5.002,  51.720,  14.367, 59,  0,   1.541,  18.336,   5.093,   0.006,   0.366,   0.102,  30.000,  35.000,  60.000,  45.000,  45.000,    2,   0.000
17:16:24:196, 476795665459009,   11.153,   77.000, 1400,   7.591,  82.704,  22.973,   4.437,  52.357,  14.544, 58,  0,   1.964,  18.618,   5.172,   0.380,   0.421,   0.117,  30.000,  35.000,  60.000,  45.000,  45.000,   83,  17.107
17:16:24:417, 476796132396849,   11.374,  124.000, 1300,   6.629,  84.170,  23.381,   3.911,  53.222,  14.784, 58,  0,   1.787,  19.013,   5.281,   0.009,   0.422,   0.117,  30.000,  35.000,  60.000,  45.000,  45.000,    2,   0.068
17:16:24:557, 476796428227673,   11.514,   82.000, 1400,   6.862,  85.131,  23.648,   4.251,  53.817,  14.949, 58,  0,   1.427,  19.213,   5.337,   0.008,   0.424,   0.118,  30.000,  35.000,  60.000,  45.000,  45.000,    1,   0.000
17:16:24:714, 476796760873986,   11.671,   89.000, 1400,   8.334,  86.444,  24.012,   5.376,  54.664,  15.184, 58,  0,   1.740,  19.487,   5.413,   0.269,   0.466,   0.129,  30.000,  35.000,  60.000,  45.000,  45.000,   61,  12.223
17:16:25:047, 476797462334413,   12.004,  129.000, 1300,   7.478,  88.927,  24.702,   4.790,  56.255,  15.626, 57,  0,   1.569,  20.008,   5.558,   0.039,   0.479,   0.133,  30.000,  35.000,  60.000,  45.000,  45.000,    8,   0.445
17:16:25:173, 476797729847649,   12.130,   84.000, 1400,   5.780,  89.659,  24.905,   3.166,  56.656,  15.738, 57,  0,   1.411,  20.187,   5.607,   0.021,   0.482,   0.134,  30.000,  35.000,  60.000,  45.000,  45.000,    6,   0.225
17:16:25:300, 476797997035567,   12.257,   78.000, 1400,   7.050,  90.551,  25.153,   4.387,  57.211,  15.892, 58,  0,   1.451,  20.370,   5.658,   0.075,   0.491,   0.136,  30.000,  35.000,  60.000,  45.000,  45.000,   18,   2.892
17:16:25:458, 476798330950811,   12.415,   98.000, 1400,   7.053,  91.666,  25.463,   4.302,  57.891,  16.081, 58,  0,   1.876,  20.667,   5.741,   0.009,   0.492,   0.137,  30.000,  35.000,  60.000,  45.000,  45.000,    2,   0.000
17:16:25:598, 476798626882029,   12.555,   90.000, 1400,   7.317,  92.692,  25.748,   4.539,  58.527,  16.257, 57,  0,   1.927,  20.937,   5.816,   0.015,   0.495,   0.137,  30.000,  35.000,  60.000,  45.000,  45.000,    4,   0.106
17:16:25:724, 476798892314069,   12.681,   58.000, 1400,   5.218,  93.347,  25.930,   2.576,  58.851,  16.347, 56,  0,   1.530,  21.129,   5.869,   0.015,   0.497,   0.138,  30.000,  35.000,  60.000,  45.000,  45.000,    3,   0.116
17:16:25:835, 476799126992312,   12.792,   47.000, 1400,   4.984,  93.901,  26.084,   2.375,  59.115,  16.421, 56,  0,   1.269,  21.270,   5.908,   0.083,   0.506,   0.140,  30.000,  35.000,  60.000,  45.000,  45.000,   20,   3.317
17:16:25:945, 476799360279431,   12.902,   61.000, 1500,   6.889,  94.662,  26.295,   4.291,  59.589,  16.552, 58,  0,   1.384,  21.423,   5.951,   0.012,   0.507,   0.141,  30.000,  35.000,  60.000,  45.000,  45.000,    2,   0.000
17:16:26:103, 476799694135448,   13.060,   50.000, 1500,   5.857,  95.588,  26.552,   3.306,  60.111,  16.698, 56,  0,   1.337,  21.634,   6.010,   0.011,   0.509,   0.141,  30.000,  35.000,  60.000,  45.000,  45.000,    3,   0.086
17:16:26:230, 476799962475732,   13.187,   77.000, 1500,   7.887,  96.590,  26.831,   5.234,  60.776,  16.882, 58,  0,   1.534,  21.829,   6.064,   0.016,   0.511,   0.142,  30.000,  35.000,  60.000,  45.000,  45.000,    4,   0.113
17:16:26:357, 476800229830909,   13.314,   67.000, 1600,   7.844,  97.583,  27.106,   5.216,  61.436,  17.066, 58,  0,   1.423,  22.010,   6.114,   0.051,   0.517,   0.144,  30.000,  35.000,  60.000,  45.000,  45.000,   13,   1.816
17:16:26:483, 476800496921725,   13.440,   60.000, 1600,   6.450,  98.399,  27.333,   3.785,  61.915,  17.199, 58,  0,   1.509,  22.200,   6.167,   0.009,   0.518,   0.144,  30.000,  35.000,  60.000,  45.000,  45.000,    2,   0.000
17:16:26:609, 476800761582359,   13.566,   65.000, 1600,   7.053,  99.283,  27.578,   4.492,  62.478,  17.355, 57,  0,   1.306,  22.364,   6.212,   0.013,   0.520,   0.144,  30.000,  35.000,  60.000,  45.000,  45.000,    3,   0.105
17:16:26:734, 476801026591215,   13.691,   36.000, 1600,   6.914, 100.150,  27.819,   4.411,  63.031,  17.509, 56,  0,   1.154,  22.509,   6.252,   0.013,   0.522,   0.145,  30.000,  35.000,  60.000,  45.000,  45.000,    3,   0.111
17:16:26:860, 476801291611272,   13.817,   43.000, 1700,   5.232, 100.807,  28.002,   2.737,  63.375,  17.604, 57,  0,   1.183,  22.657,   6.294,   0.012,   0.523,   0.145,  30.000,  35.000,  60.000,  45.000,  45.000,    3,   0.109
17:16:27:019, 476801629834319,   13.977,  110.000, 1600,   9.188, 102.278,  28.411,   6.667,  64.443,  17.901, 59,  0,   1.732,  22.935,   6.371,   0.034,   0.529,   0.147,  30.000,  35.000,  60.000,  45.000,  45.000,    8,   1.215
17:16:27:146, 476801897353561,   14.103,   90.000, 1600,   8.119, 103.306,  28.696,   5.052,  65.082,  18.078, 59,  0,   1.997,  23.188,   6.441,   0.020,   0.531,   0.148,  30.000,  35.000,  60.000,  45.000,  45.000,    6,   0.222
17:16:27:288, 476802197164142,   14.245,   72.000, 1500,   9.226, 104.616,  29.060,   6.441,  65.997,  18.332, 58,  0,   1.965,  23.467,   6.518,   0.009,   0.532,   0.148,  30.000,  35.000,  60.000,  45.000,  45.000,    2,   0.000
17:16:27:428, 476802494686795,   14.386,   79.000, 1500,   7.570, 105.683,  29.356,   4.882,  66.685,  18.523, 58,  0,   1.692,  23.705,   6.585,   0.013,   0.534,   0.148,  30.000,  35.000,  60.000,  45.000,  45.000,    3,   0.104
17:16:27:576, 476802804561763,   14.533,   72.000, 1500,   7.507, 106.784,  29.662,   4.814,  67.391,  18.720, 58,  0,   1.567,  23.935,   6.649,   0.034,   0.539,   0.150,  30.000,  35.000,  60.000,  45.000,  45.000,    8,   1.583
17:16:27:719, 476803105948523,   14.676,   83.000, 1500,   8.498, 107.997,  29.999,   5.863,  68.228,  18.952, 59,  0,   1.541,  24.155,   6.710,   0.016,   0.542,   0.150,  30.000,  35.000,  60.000,  45.000,  45.000,    5,   0.210
17:16:27:937, 476803567415443,   14.894,  123.000, 1500,   7.857, 109.713,  30.476,   5.152,  69.353,  19.265, 58,  0,   1.729,  24.532,   6.815,   0.008,   0.543,   0.151,  30.000,  35.000,  60.000,  45.000,  45.000,    3,   0.060
17:16:28:063, 476803832671095,   15.020,   87.000, 1500,   8.272, 110.752,  30.765,   5.587,  70.055,  19.460, 58,  0,   1.585,  24.732,   6.870,   0.055,   0.550,   0.153,  30.000,  35.000,  60.000,  45.000,  45.000,   12,   1.625
17:16:28:206, 476804136396389,   15.164,   92.000, 1500,   7.580, 111.842,  31.067,   4.903,  70.760,  19.656, 58,  0,   1.627,  24.965,   6.935,   0.024,   0.554,   0.154,  30.000,  35.000,  60.000,  45.000,  45.000,    6,   0.203
17:16:28:330, 476804397885007,   15.287,   90.000, 1400,   6.363, 112.630,  31.286,   3.925,  71.246,  19.791, 58,  0,   1.342,  25.132,   6.981,   0.013,   0.555,   0.154,  30.000,  35.000,  60.000,  45.000,  45.000,    3,   0.000
17:16:28:458, 476804667237689,   15.415,   76.000, 1400,   7.292, 113.560,  31.544,   4.574,  71.829,  19.953, 58,  0,   1.387,  25.308,   7.030,   0.015,   0.557,   0.155,  30.000,  35.000,  60.000,  45.000,  45.000,    3,   0.214
17:16:28:599, 476804964345966,   15.556,   81.000, 1500,   6.016, 114.407,  31.780,   3.379,  72.305,  20.085, 58,  0,   1.423,  25.509,   7.086,   0.046,   0.564,   0.157,  30.000,  35.000,  60.000,  45.000,  45.000,   11,   1.578
17:16:28:710, 476805199628198,   15.667,   44.000, 1500,   7.516, 115.244,  32.012,   4.988,  72.860,  20.239, 57,  0,   1.233,  25.646,   7.124,   0.018,   0.566,   0.157,  30.000,  35.000,  60.000,  45.000,  45.000,    4,   0.133
17:16:28:837, 476805468528099,   15.794,   35.000, 1500,   5.183, 115.904,  32.196,   2.666,  73.200,  20.333, 55,  0,   1.198,  25.798,   7.166,   0.014,   0.567,   0.158,  30.000,  35.000,  60.000,  45.000,  45.000,    4,   0.103
17:16:28:963, 476805733675457,   15.920,   82.000, 1600,   7.158, 116.802,  32.445,   4.399,  73.752,  20.487, 57,  0,   1.904,  26.038,   7.233,   0.008,   0.568,   0.158,  30.000,  35.000,  60.000,  45.000,  45.000,    2,   0.000
17:16:29:074, 476805969477767,   16.032,   60.000, 1600,   8.406, 117.741,  32.706,   5.538,  74.370,  20.658, 58,  0,   2.212,  26.285,   7.301,   0.008,   0.569,   0.158,  30.000,  35.000,  60.000,  45.000,  45.000,    3,   0.000
17:16:29:186, 476806204842457,   16.143,   45.000, 1600,   6.832, 118.502,  32.917,   4.058,  74.823,  20.784, 58,  0,   1.795,  26.485,   7.357,   0.066,   0.577,   0.160,  30.000,  35.000,  60.000,  45.000,  45.000,   16,   2.065
17:16:29:328, 476806505033021,   16.285,   79.000, 1600,   7.432, 119.559,  33.211,   4.844,  75.511,  20.975, 57,  0,   1.367,  26.679,   7.411,   0.018,   0.579,   0.161,  30.000,  35.000,  60.000,  45.000,  45.000,    5,   0.251
17:16:29:440, 476806740759142,   16.397,   44.000, 1600,   6.353, 120.268,  33.408,   3.804,  75.936,  21.093, 56,  0,   1.302,  26.824,   7.451,   0.012,   0.580,   0.161,  30.000,  35.000,  60.000,  45.000,  45.000,    2,   0.000
17:16:29:551, 476806975867393,   16.508,   73.000, 1600,   7.658, 121.120,  33.645,   4.994,  76.492,  21.248, 58,  0,   1.641,  27.007,   7.502,   0.008,   0.581,   0.161,  30.000,  35.000,  60.000,  45.000,  45.000,    2,   0.000
17:16:29:676, 476807240333200,   16.633,   55.000, 1600,   7.352, 122.041,  33.900,   4.567,  77.064,  21.407, 56,  0,   1.648,  27.213,   7.559,   0.116,   0.596,   0.166,  30.000,  35.000,  60.000,  45.000,  45.000,   25,   4.482
17:16:29:785, 476807469193185,   16.742,   51.000, 1600,   7.594, 122.864,  34.129,   4.604,  77.563,  21.545, 57,  0,   1.638,  27.391,   7.609,   0.329,   0.632,   0.175,  30.000,  35.000,  60.000,  45.000,  45.000,   71,   1.871
17:16:29:895, 476807702674323,   16.852,   49.000, 1600,   8.691, 123.825,  34.396,   6.067,  78.233,  21.731, 57,  0,   1.471,  27.553,   7.654,   0.016,   0.633,   0.176,  30.000,  35.000,  60.000,  45.000,  45.000,    4,   0.124
17:16:30:052, 476808034570481,   17.009,   78.000, 1600,   7.880, 125.063,  34.740,   5.252,  79.059,  21.961, 58,  0,   1.509,  27.791,   7.720,   0.007,   0.635,   0.176,  30.000,  35.000,  60.000,  45.000,  45.000,    1,   0.000
17:16:30:162, 476808267114646,   17.119,   74.000, 1600,   9.213, 126.077,  35.021,   6.613,  79.787,  22.163, 58,  0,   1.389,  27.943,   7.762,   0.020,   0.637,   0.177,  30.000,  35.000,  60.000,  45.000,  45.000,    6,   0.248
17:16:30:274, 476808502694573,   17.231,   52.000, 1600,   6.618, 126.816,  35.227,   3.979,  80.231,  22.286, 57,  0,   1.352,  28.094,   7.804,   0.079,   0.646,   0.179,  30.000,  35.000,  60.000,  45.000,  45.000,   19,   3.149
17:16:30:400, 476808768097035,   17.357,   39.000, 1600,   5.888, 127.555,  35.432,   3.334,  80.650,  22.403, 55,  0,   1.287,  28.256,   7.849,   0.017,   0.648,   0.180,  30.000,  35.000,  60.000,  45.000,  45.000,    3,   0.109
17:16:30:509, 476809000127676,   17.466,   38.000, 1700,   6.376, 128.256,  35.627,   3.872,  81.075,  22.521, 56,  0,   1.191,  28.387,   7.885,   0.009,   0.649,   0.180,  30.000,  35.000,  60.000,  45.000,  45.000,    2,   0.000
17:16:30:637, 476809268543083,   17.594,   69.000, 1700,   9.676, 129.486,  35.968,   7.456,  82.023,  22.784, 58,  0,   1.933,  28.633,   7.953,   0.018,   0.651,   0.181,  30.000,  35.000,  60.000,  45.000,  45.000,    7,   0.209
17:16:30:780, 476809571538107,   17.737,   80.000, 1700,   8.852, 130.756,  36.321,   5.765,  82.850,  23.014, 59,  0,   1.863,  28.900,   8.028,   0.068,   0.661,   0.184,  30.000,  35.000,  60.000,  45.000,  45.000,   14,   2.491
17:16:30:907, 476809838662906,   17.864,   72.000, 1600,   7.613, 131.719,  36.588,   4.604,  83.432,  23.176, 58,  0,   1.860,  29.135,   8.093,   0.012,   0.662,   0.184,  30.000,  35.000,  60.000,  45.000,  45.000,    3,   0.111
17:16:31:033, 476810105064748,   17.990,   46.000, 1600,   7.001, 132.602,  36.834,   4.476,  83.997,  23.332, 57,  0,   1.224,  29.289,   8.136,   0.008,   0.663,   0.184,  30.000,  35.000,  60.000,  45.000,  45.000,    2,   0.000
17:16:31:176, 476810408327524,   18.133,   43.000, 1700,   5.457, 133.385,  37.051,   2.865,  84.408,  23.447, 56,  0,   1.387,  29.489,   8.191,   0.017,   0.666,   0.185,  30.000,  35.000,  60.000,  45.000,  45.000,    4,   0.190
